county,countyfp,lon,lat,ave_death_2004,smat_2004,ave_death_2005,smat_2005,ave_death_2006,smat_2006,ave_death_2007,smat_2007,ave_death_2008,smat_2008,ave_death_2009,smat_2009,ave_death_2010,smat_2010,ave_death_2011,smat_2011,ave_death_2012,smat_2012,ave_death_2013,smat_2013,ave_death_2014,smat_2014,ave_death_2015,smat_2015,ave_death_2016,smat_2016
Lawrence County,87,-82.53677867,38.59841854,10.95,0,12.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,1,18.95,0,20.95,0,20.95,1,22.95,0,24.95,1
Roane County,87,-81.34835134,38.71401661,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,16.95,0,16.95,0,18.95,0,20.95,0,22.95,0,22.95,0,24.95,0
Greenup County,89,-82.92234734,38.5456931,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0,20.95,0,22.95,0,24.95,0,26.95,1,26.95,1,28.95,1
Licking County,89,-82.48311894,40.09162092,6.95,0,8.95,0,8.95,0,8.95,1,10.95,1,10.95,1,10.95,0,12.95,1,12.95,1,12.95,1,14.95,1,14.95,1,16.95,1
Summers County,89,-80.85855935,37.65585592,18.95,0,20.95,0,22.95,0,24.95,0,26.95,0,28.95,0,30,0,30,0,30,0,30,1,30,1,30,0,30,1
Hancock County,91,-86.77790784,37.84148483,2.95,0,4.95,0,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,10.95,2,12.95,1,12.95,1,14.95,0
Logan County,91,-83.76584791,40.38846053,6.95,0,8.95,0,8.95,0,8.95,1,10.95,1,10.95,1,12.95,1,12.95,1,12.95,1,14.95,1,14.95,1,16.95,1,16.95,1
Taylor County,91,-80.04618788,39.33597895,6.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,1
Hardin County,93,-85.96344666,37.69796198,6.95,0,6.95,0,6.95,0,6.95,2,8.95,2,8.95,3,8.95,4,10.95,3,10.95,4,10.95,3,12.95,3,12.95,3,12.95,4
Lorain County,93,-82.15116137,41.29560159,6.95,0,8.95,0,8.95,0,8.95,1,8.95,0,10.95,1,10.95,1,10.95,0,12.95,1,12.95,1,14.95,2,14.95,2,14.95,4
Tucker County,93,-79.56498516,39.11359286,2.95,0,2.95,0,2.95,0,2.95,0,4.95,0,4.95,0,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,12.95,0,12.95,0
Harlan County,95,-83.21799376,36.85694555,18.95,0,20.95,0,22.95,0,24.95,0,24.95,0,26.95,0,28.95,0,30,0,30,0,30,0,30,0,30,0,30,0
Lucas County,95,-83.6565506,41.62054359,10.95,1,10.95,0,10.95,0,12.95,1,12.95,1,14.95,2,14.95,3,14.95,2,16.95,2,16.95,4,18.95,3,20.95,6,20.95,6
Tyler County,95,-80.88483729,39.46527621,4.95,0,4.95,0,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,16.95,0,16.95,0
Harrison County,97,-84.3313576,38.44182116,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,1,16.95,0,16.95,0,18.95,0,20.95,0,22.95,0,22.95,0
Madison County,97,-83.40020679,39.89402089,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,1,14.95,0
Upshur County,97,-80.23343941,38.89784351,4.95,0,4.95,0,6.95,0,6.95,0,6.95,1,8.95,1,8.95,1,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0
Hart County,99,-85.88469063,37.29993034,6.95,0,6.95,0,8.95,0,8.95,1,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,18.95,0,18.95,0
Mahoning County,99,-80.77630982,41.0146454,10.95,1,10.95,1,12.95,1,12.95,2,12.95,3,14.95,2,14.95,2,16.95,2,16.95,2,18.95,2,18.95,4,20.95,5,22.95,6
Wayne County,99,-82.42696848,38.14600289,14.95,0,14.95,0,16.95,0,18.95,2,18.95,2,20.95,1,20.95,2,22.95,1,24.95,1,26.95,1,28.95,1,28.95,1,30,1
Henderson County,101,-87.57302654,37.7959585,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,1,12.95,0,14.95,0,14.95,0
Marion County,101,-83.16087288,40.58719008,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,12.95,0,14.95,1,14.95,1,16.95,1,16.95,1,18.95,1
Webster County,101,-80.42186522,38.49470592,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0,24.95,1,24.95,1,26.95,1,28.95,1,30,1,30,0,30,1,30,1
Henry County,103,-85.11891595,38.44846646,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0
Medina County,103,-81.89969251,41.11759545,4.95,0,4.95,0,6.95,0,6.95,0,6.95,1,6.95,0,6.95,1,8.95,1,8.95,1,8.95,1,10.95,1,10.95,1,10.95,1
Wetzel County,103,-80.63910908,39.60527756,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,1,14.95,2,14.95,2,16.95,1,16.95,1
Hickman County,105,-88.97614382,36.67813021,4.95,0,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,14.95,0,16.95,0,18.95,0,20.95,0,22.95,0
Meigs County,105,-82.02286629,39.08222618,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,20.95,0
Wirt County,105,-81.3786899,39.02244604,4.95,0,4.95,0,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,14.95,0,16.95,0,18.95,0,20.95,0
Hopkins County,107,-87.54083625,37.3088394,8.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0
Mercer County,107,-84.62937246,40.53994714,2.95,0,2.95,0,4.95,0,4.95,0,4.95,0,4.95,0,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,6.95,0,8.95,0
Wood County,107,-81.51503291,39.21116519,8.95,1,8.95,1,10.95,1,10.95,2,10.95,2,12.95,2,12.95,2,12.95,2,14.95,2,14.95,3,16.95,3,16.95,1,18.95,3
Jackson County,109,-84.00575401,37.41976616,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0
Miami County,109,-84.228847,40.05346404,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,1,16.95,1,18.95,1
Wyoming County,109,-81.5491925,37.60961061,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
Jefferson County,111,-85.65945821,38.18713294,10.95,2,10.95,2,12.95,3,12.95,5,14.95,4,14.95,2,16.95,3,16.95,4,18.95,5,18.95,3,20.95,6,20.95,11,22.95,10
Monroe County,111,-81.08292524,39.72735638,4.95,0,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0
Jessamine County,113,-84.58093889,37.87203687,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0,20.95,0,22.95,0,24.95,0
Montgomery County,113,-84.29067931,39.75457817,18.95,0,18.95,0,20.95,1,22.95,2,22.95,2,24.95,1,26.95,3,26.95,3,28.95,2,30,3,30,2,30,3,30,4
Johnson County,115,-82.83151938,37.8466422,20.95,0,22.95,0,22.95,0,24.95,1,26.95,1,28.95,1,30,1,30,1,30,1,30,0,30,0,30,0,30,0
Morgan County,115,-81.85267408,39.62037491,4.95,0,4.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0
Kenton County,117,-84.53333664,38.93340262,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0,22.95,0,24.95,0,26.95,0,28.95,1,28.95,1,30,2,30,2,30,3
Morrow County,117,-82.79407722,40.52407937,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,1,10.95,1,12.95,1,12.95,1,14.95,1,14.95,1
Knott County,119,-82.95414152,37.35404727,22.95,0,22.95,0,24.95,0,26.95,1,28.95,1,30,1,30,0,30,0,30,0,30,1,30,0,30,0,30,0
Muskingum County,119,-81.9443691,39.96544279,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,1
Knox County,121,-83.85404616,36.89064814,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0,22.95,0,24.95,0,26.95,0,28.95,1,30,1,30,1,30,1,30,1
Noble County,121,-81.4555736,39.76594151,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,16.95,0
Larue County,123,-85.69793202,37.54579806,4.95,0,4.95,0,4.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0
Ottawa County,123,-83.14004034,41.53771937,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,12.95,1,14.95,0
Laurel County,125,-84.11780195,37.11066961,12.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,1,18.95,0,20.95,1,22.95,0,22.95,0,24.95,0
Paulding County,125,-84.5802099,41.1166244,2.95,0,2.95,0,4.95,0,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0
Lawrence County,127,-82.73473525,38.06786993,14.95,0,16.95,0,16.95,0,18.95,0,20.95,0,22.95,0,22.95,0,24.95,0,26.95,0,28.95,1,30,2,30,1,30,3
Perry County,127,-82.23613161,39.73714916,6.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,1
Lee County,129,-83.71619414,37.59480843,16.95,0,16.95,0,18.95,0,20.95,1,22.95,1,24.95,1,26.95,0,28.95,0,30,0,30,1,30,0,30,0,30,0
Pickaway County,129,-83.02439505,39.64192955,8.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,14.95,1,16.95,1
Leslie County,131,-83.38113905,37.09406143,20.95,0,22.95,0,24.95,0,26.95,1,28.95,1,30,1,30,0,30,0,30,0,30,1,30,0,30,0,30,0
Pike County,131,-83.06676554,39.07731946,10.95,0,12.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,1,22.95,1,22.95,1
Letcher County,133,-82.85531279,37.12117486,14.95,0,16.95,0,18.95,0,18.95,1,20.95,1,20.95,1,22.95,0,24.95,0,26.95,0,28.95,1,28.95,0,30,0,30,0
Portage County,133,-81.19740492,41.16767529,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,12.95,0
Lewis County,135,-83.3780696,38.5315862,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0,24.95,1
Preble County,135,-84.64797979,39.74152619,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,14.95,0,16.95,0,18.95,0,18.95,0,20.95,0
Lincoln County,137,-84.66081081,37.45535068,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0,24.95,0
Putnam County,137,-84.13172734,41.02212145,2.95,0,2.95,0,2.95,0,2.95,0,2.95,0,4.95,0,4.95,0,4.95,1,4.95,0,4.95,0,6.95,0,6.95,1,6.95,1
Livingston County,139,-88.35372201,37.20962607,10.95,0,12.95,0,12.95,0,14.95,0,16.95,0,16.95,0,18.95,0,20.95,0,22.95,0,22.95,0,24.95,0,26.95,0,28.95,0
Richland County,139,-82.53649617,40.77465634,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,1,14.95,0,14.95,0,14.95,1,16.95,2,16.95,1
Logan County,141,-86.87891921,36.85968525,6.95,0,8.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,1,12.95,1,14.95,0,14.95,0
Ross County,141,-83.05702276,39.33759368,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,1,18.95,1,20.95,1,22.95,1,22.95,2,24.95,2,26.95,2
Lyon County,143,-88.0831602,37.0191007,4.95,0,4.95,0,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0
Sandusky County,143,-83.14544448,41.35679867,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,1,12.95,0,12.95,0,14.95,1
McCracken County,145,-88.71265373,37.05395825,10.95,1,10.95,1,10.95,1,12.95,1,12.95,1,12.95,1,14.95,1,14.95,1,16.95,2,16.95,1,18.95,1,18.95,0,20.95,1
Scioto County,145,-82.99282759,38.80399918,16.95,0,16.95,0,18.95,0,18.95,0,20.95,1,22.95,1,22.95,2,24.95,1,26.95,1,28.95,0,28.95,1,30,1,30,1
McCreary County,147,-84.48422142,36.73712142,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,16.95,0,16.95,0,18.95,0,20.95,0,20.95,0,22.95,0
Seneca County,147,-83.1276608,41.12385987,4.95,0,4.95,0,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,1,8.95,0,8.95,2
McLean County,149,-87.26361089,37.52919281,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,14.95,0,14.95,0,16.95,0,18.95,0,20.95,0,22.95,0,24.95,0
Shelby County,149,-84.20474789,40.33155396,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,12.95,0,14.95,1,14.95,1
Madison County,151,-84.27800349,37.72018149,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0
Stark County,151,-81.36562811,40.81388294,6.95,1,6.95,2,6.95,1,6.95,2,8.95,2,8.95,2,8.95,1,10.95,1,10.95,2,10.95,1,10.95,3,12.95,4,12.95,3
Magoffin County,153,-83.06492351,37.70647085,16.95,0,18.95,0,20.95,0,20.95,0,22.95,0,24.95,0,26.95,0,28.95,0,30,0,30,0,30,0,30,0,30,0
Summit County,153,-81.53216654,41.12597576,8.95,1,10.95,1,10.95,1,10.95,3,12.95,4,12.95,4,12.95,4,14.95,3,14.95,3,16.95,7,16.95,7,18.95,7,18.95,8
Marion County,155,-85.26963763,37.55253528,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,1,16.95,1,16.95,1,18.95,1
Trumbull County,155,-80.76113768,41.31718821,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0,20.95,0,22.95,0,24.95,0,26.95,1,26.95,1,28.95,1
Marshall County,157,-88.32935154,36.88341592,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0,22.95,0,24.95,0,26.95,0
Tuscarawas County,157,-81.47375672,40.44094146,2.95,0,4.95,0,4.95,0,4.95,0,4.95,0,4.95,0,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,6.95,0,6.95,0
Martin County,159,-82.51317994,37.80160112,18.95,0,20.95,0,22.95,0,24.95,0,24.95,0,26.95,0,28.95,0,30,0,30,0,30,0,30,0,30,0,30,1
Union County,159,-83.37156686,40.2994107,4.95,0,6.95,0,6.95,0,6.95,1,6.95,1,6.95,1,8.95,1,8.95,1,8.95,1,10.95,0,10.95,0,10.95,0,12.95,0
Mason County,161,-83.82408711,38.59518641,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,18.95,0,18.95,0,20.95,1
Van Wert County,161,-84.58611594,40.85540739,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0
Meade County,163,-86.21695246,37.9696231,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0
Vinton County,163,-82.48534324,39.2509732,12.95,0,12.95,0,14.95,0,16.95,0,16.95,0,18.95,0,20.95,0,20.95,0,22.95,0,24.95,0,26.95,0,28.95,0,28.95,0
Menifee County,165,-83.59886401,37.94138806,8.95,0,10.95,0,10.95,0,12.95,0,14.95,0,16.95,0,18.95,0,20.95,0,22.95,0,24.95,1,28.95,1,30,1,30,1
Warren County,165,-84.16676632,39.42756191,8.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,12.95,0,14.95,0,14.95,3,16.95,4
Mercer County,167,-84.87446264,37.811033,12.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,20.95,0,20.95,0,22.95,0,24.95,0,26.95,0
Washington County,167,-81.49528545,39.45531523,8.95,0,8.95,0,8.95,0,8.95,1,10.95,1,10.95,0,10.95,0,12.95,0,12.95,0,14.95,1,14.95,1,14.95,1,16.95,1
Metcalfe County,169,-85.62922746,36.99053095,4.95,0,4.95,0,6.95,0,6.95,1,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,14.95,0,16.95,0,16.95,0,18.95,0
Wayne County,169,-81.88803479,40.82887858,4.95,0,4.95,0,4.95,0,4.95,1,4.95,0,6.95,0,6.95,0,6.95,0,6.95,0,6.95,1,8.95,1,8.95,2,8.95,2
Monroe County,171,-85.71648015,36.71215468,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0,24.95,0,26.95,0,28.95,0
Williams County,171,-84.58815808,41.56031515,2.95,0,4.95,0,4.95,0,4.95,0,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,6.95,1,8.95,1,8.95,1,8.95,0
Montgomery County,173,-83.91315627,38.03352618,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,18.95,1,18.95,1,20.95,1,20.95,1
Wood County,173,-83.62300003,41.36168079,4.95,0,4.95,0,4.95,0,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,1,8.95,2,8.95,2
Morgan County,175,-83.25888262,37.9222882,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,1,16.95,1,18.95,1,18.95,1
Wyandot County,175,-83.30437602,40.84237983,2.95,0,4.95,0,4.95,0,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0
Muhlenberg County,177,-87.14203267,37.21579072,10.95,0,12.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0,22.95,0
Nelson County,179,-85.46595811,37.80515377,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,1,12.95,1,14.95,1,14.95,1
Nicholas County,181,-84.01529521,38.33555378,8.95,0,10.95,0,10.95,0,12.95,0,14.95,0,14.95,0,16.95,0,18.95,0,20.95,0,22.95,0,24.95,0,26.95,0,28.95,0
Ohio County,183,-86.84887794,37.47818644,8.95,0,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0
Oldham County,185,-85.44853685,38.39947922,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,1
Owen County,187,-84.82810485,38.51966342,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,16.95,0,16.95,0,18.95,0,20.95,0,22.95,0,22.95,0,24.95,0,26.95,0
Owsley County,189,-83.68310268,37.4192096,16.95,0,18.95,0,20.95,0,22.95,0,26.95,0,28.95,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
Pendleton County,191,-84.3602534,38.69563903,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0,24.95,1,26.95,1
Perry County,193,-83.2214763,37.24430244,26.95,1,28.95,0,28.95,0,30,3,30,2,30,3,30,1,30,1,30,1,30,2,30,2,30,1,30,1
Pike County,195,-82.395771,37.46910368,20.95,0,22.95,0,24.95,0,24.95,0,26.95,0,28.95,2,30,2,30,2,30,2,30,1,30,1,30,1,30,1
Powell County,197,-83.82373089,37.83112549,26.95,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
Pulaski County,199,-84.57725002,37.10386539,10.95,0,12.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0,22.95,1
Robertson County,201,-84.05203831,38.51882029,4.95,0,4.95,0,6.95,0,6.95,0,8.95,0,10.95,0,10.95,0,12.95,0,16.95,0,18.95,0,20.95,0,24.95,0,28.95,0
Rockcastle County,203,-84.31601086,37.36505458,12.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0,24.95,0,24.95,0,26.95,0,28.95,0,30,0
Rowan County,205,-83.42110432,38.19625606,10.95,1,12.95,0,12.95,1,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,1,20.95,2,22.95,2,22.95,2,24.95,1
Russell County,207,-85.05865143,36.99109064,16.95,0,16.95,0,18.95,0,20.95,0,20.95,0,22.95,0,24.95,0,26.95,0,28.95,0,30,0,30,0,30,0,30,0
Scott County,209,-84.58391472,38.2915539,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,10.95,0,12.95,1,12.95,0,14.95,0,14.95,0
Shelby County,211,-85.19477597,38.21545008,2.95,0,4.95,0,4.95,0,4.95,0,4.95,0,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0
Simpson County,213,-86.58224158,36.7419496,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0
Spencer County,215,-85.32783081,38.03252106,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0
Taylor County,217,-85.32793796,37.36646961,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0,20.95,0,22.95,0,24.95,0,26.95,0
Todd County,219,-87.17923752,36.83567879,4.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0
Trigg County,221,-87.87335277,36.80635865,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0
Trimble County,223,-85.33748626,38.61302927,4.95,0,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,14.95,0,14.95,0,16.95,0,18.95,0,20.95,0
Union County,225,-87.94534248,37.65845923,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0,22.95,0,24.95,1,26.95,0,28.95,0,30,0
Warren County,227,-86.42380696,36.99357343,6.95,1,6.95,1,6.95,0,6.95,0,8.95,0,8.95,0,8.95,0,8.95,0,10.95,1,10.95,1,10.95,2,12.95,1,12.95,1
Washington County,229,-85.17477414,37.75337421,4.95,0,4.95,0,6.95,0,6.95,0,6.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,1,14.95,2
Wayne County,231,-84.82862292,36.80127866,8.95,0,8.95,0,10.95,0,10.95,0,10.95,1,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,20.95,0
Webster County,233,-87.68315851,37.51844326,6.95,0,8.95,0,8.95,0,8.95,0,10.95,0,10.95,0,12.95,0,14.95,0,14.95,0,16.95,1,16.95,0,18.95,0,20.95,0
Whitley County,235,-84.14518201,36.75809067,18.95,1,20.95,1,20.95,1,22.95,2,24.95,2,24.95,2,26.95,2,28.95,1,30,1,30,1,30,0,30,1,30,2
Wolfe County,237,-83.49315933,37.73931845,24.95,0,26.95,0,28.95,0,30,1,30,1,30,1,30,0,30,0,30,0,30,1,30,0,30,0,30,0
Woodford County,239,-84.74358319,38.04238003,10.95,0,10.95,0,10.95,0,12.95,0,12.95,0,14.95,0,14.95,0,16.95,0,16.95,0,18.95,0,18.95,0,20.95,0,22.95,0
